ICDId;Category;ICD10CODE;DESCRIPTION
11820;V60-V69;V69.4;Driver injured in collision with other and unspecified motor vehicles in traffic accident
11821;V60-V69;V69.5;Passenger injured in collision with other and unspecified motor vehicles in traffic accident
11822;V60-V69;V69.6;Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident
11823;V60-V69;V69.8;Occupant (any) of heavy transport vehicle injured in other specified transport accidents
11824;V60-V69;V69.9;Occupant (any) of heavy transport vehicle injured in unspecified traffic accident
11825;V70-V79;V70;Bus occupant injured in collision with pedestrian or animal
11826;V70-V79;V71;Bus occupant injured in collision with pedal cycle
11827;V70-V79;V72;Bus occupant injured in collision with two or three-wheeled motor vehicle
11828;V70-V79;V73;Bus occupant injured in collision with car, pick-up truck or van
11829;V70-V79;V74;Bus occupant injured in collision with heavy transport vehicle or bus
11830;V70-V79;V75;Bus occupant injured in collision with railway train or railway vehicle
11831;V70-V79;V76;Bus occupant injured in collision with other nonmotor vehicle
11832;V70-V79;V77;Bus occupant injured in collision with fixed or stationary object
11833;V70-V79;V78;Bus occupant injured in noncollision transport accident
11834;V70-V79;V79;Bus occupant injured in other and unspecified transport accidents
11835;V70-V79;V79.0;Driver injured in collision with other and unspecefied motor vehicles in nontraffic accident
11836;V70-V79;V79.1;Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
11837;V70-V79;V79.2;Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
11838;V70-V79;V79.3;Bus occupant (any) injured in unspecified nontraffic accident
11839;V70-V79;V79.4;Driver injured in collision with other and unspecified motor vehicles in traffic accident
11840;V70-V79;V79.5;Passenger injured in collision with other and unspecified motor vehicles in traffic accident
11841;V70-V79;V79.6;Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident
11842;V70-V79;V79.8;Bus occupant (any) injured in other specified transport accidents
11843;V70-V79;V79.9;Bus occupant (any) injured in unspecified traffic accident
11844;V80-V89;V80;Animal-rider or occupant of animal-drawn vehicle injured in transport accident
11845;V80-V89;V80.0;Rider of occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
11846;V80-V89;V80.1;Rider or occupant injured in collision with pedestrian or animal
11847;V80-V89;V80.2;Rider or occupant injured in collision with pedal cycle
11848;V80-V89;V80.3;Rider or occupant injured in collision with two-or three-wheeled motor vehicle
11849;V80-V89;V80.4;Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus
11850;V80-V89;V80.5;Rider or occupant injured in collision with other specified motor vehicle
11851;V80-V89;V80.6;Rider or occupant injured in collision with railway train or railway vehicle
11852;V80-V89;V80.7;Rider or occupant injured in collision with other nonmotor vehicle
11853;V80-V89;V80.8;Rider or occupant injured in collision with fixed or stationary object
11854;V80-V89;V80.9;Rider or occupant injured in other and unspecefied transport accidents
11855;V80-V89;V81;Occupant of railway train or railway vehicle injured in transport accident
11856;V80-V89;V81.0;Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
11857;V80-V89;V81.1;Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident
11858;V80-V89;V81.2;Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock
11859;V80-V89;V81.3;Occupant of railway train or railway vehicle injured in collision with other object
11860;V80-V89;V81.4;Person injured while boarding or alighting from railway train or railway vehicle
11861;V80-V89;V81.5;Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
11862;V80-V89;V81.6;Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle
11863;V80-V89;V81.7;Occupant of railway train or railway vehicle injured in derailment without antecedent collision
11864;V80-V89;V81.8;Occupant of railway train or railway vehicle injured in other specified railway accidents
11865;V80-V89;V81.9;Occupant of railway train or railway vehicle injured in unspecified railway accident
11866;V80-V89;V82;Occupant of street injured in transport accident
11867;V80-V89;V82.0;Occupant of streetcar injured in collision with motor vehicle in nontraffic accident
11868;V80-V89;V82.1;Occupant of streetcar injured in collision with motor vehicle in traffic accident
11869;V80-V89;V82.2;Occupant of streetcar injured in collision with or hit by rolling stock
11870;V80-V89;V82.3;Occupant of streetcar  injured in collision with other object
11871;V80-V89;V82.4;Person injured while boarding or alighting from streetcar
11872;V80-V89;V82.5;Occupant of streetcar  injured by fall in streetcar
11873;V80-V89;V82.6;Occupant of streetcar injured in derailment without antecedent collision
11874;V80-V89;V82.7;Occupant of streetcar injured in derailment without antecedent collision
11875;V80-V89;V82.8;Occupant of streetcar  injured in other specified transport accidents
11876;V80-V89;V82.9;Occupant of streetcar  injured in unspecified traffic accident
11877;V80-V89;V83;Occupant of special vehicle mainly used on industrial premises injured in transport accident
11878;V80-V89;V83.0;Driver of special industrial vehicle injured in traffic accident
11879;V80-V89;V83.1;Passenger of special industrial vehicle injured in traffic accident
11880;V80-V89;V83.2;Person on outside of special industrial vehicle injured in traffic accident
11881;V80-V89;V83.3;Unspecified occupant of special industrial vehicle injured in traffic accident
11882;V80-V89;V83.4;Person injured while boarding or alighting from special industrial vehicle
11883;V80-V89;V83.5;Driver of special industrial vehicle injured in nontraffic accident
11884;V80-V89;V83.6;Passenger of special industrial vehicle injured in nontraffic accident
11885;V80-V89;V83.7;Person on outside of special industrial vehicle injured in nontraffic accident
11886;V80-V89;V83.9;Unspecified occupant of special industrial vehicle injured in nontraffic accident
11887;V80-V89;V84;Occupant of special vehicle mainly used in agriculture injured in transport accident
11888;V80-V89;V84.0;Driver of special agricultural vehicle injured in traffic accident
11889;V80-V89;V84.1;Passenger of special agricultural vehicle injured in traffic accident
11890;V80-V89;V84.2;Person on outside of special agriculture vehicle injured in traffic accident
11891;V80-V89;V84.3;Unspecified occupant of special agriculture  vehicle injured in traffic accident
11892;V80-V89;V84.4;Person injured while boarding or alighting from special agriculture vehicle
11893;V80-V89;V84.5;Driver of special agricultural vehicle injured in nontraffic accident
11894;V80-V89;V84.6;Passenger of special agricultural vehicle injured in nontraffic accident
11895;V80-V89;V84.7;Person on outside of special agriculture vehicle injured in nontraffic accident
11896;V80-V89;V84.9;Unspecified occupant of special agriculture  vehicle injured in  nontraffic accident
11897;V80-V89;V85;Occupant of special construction vehicle injured in transport accident
11898;V80-V89;V85.0;Driver special construction vehicle injured in traffic accident
11899;V80-V89;V85.1;Passenger of special construction vehicle injured in traffic accident
11900;V80-V89;V85.2;Person on outside of special construction vehicle injured in traffic accident
11901;V80-V89;V85.3;Unspecified occupant of special construction vehicle injured in traffic accident
11902;V80-V89;V85.4;Person injured while boarding or alighting from special construction vehicle
11903;V80-V89;V85.5;Driver special construction vehicle injured in nontraffic accident
11904;V80-V89;V85.6;Passenger of special construction vehicle injured in nontraffic accident
11905;V80-V89;V85.7;Person on outside of special construction vehicle injured in nontraffic accident
11906;V80-V89;V85.9;Unspecified occupant of special construction vehicle injured in nontraffic accident
11907;V80-V89;V86;Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident
11908;V80-V89;V86.0;Driver of all-terrain or other off-road motor vehicle injured in traffic accident
11909;V80-V89;V86.1;Passenger of all-terrain or other off-road motor vehicle injured in traffic accident
11910;V80-V89;V86.2;Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident
11911;V80-V89;V86.3;Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident
11912;V80-V89;V86.4;Person injured  while boarding or alighting from all-terrain or other off-road motor vehicle
11913;V80-V89;V86.5;Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident
11914;V80-V89;V86.6;Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident
11915;V80-V89;V86.7;Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident
11916;V80-V89;V86.9;Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident
11917;V80-V89;V87;Traffic accident of specified type but victim's mode of transport unknown
11918;V80-V89;V87.0;Person injured in collision between car and two- or three- wheeled motor vehicle (traffic)
11919;V80-V89;V87.1;Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
11920;V80-V89;V87.2;Person injured in collision between car and pick-up truck or van (traffic)
11921;V80-V89;V87.3;Person injured in collision between car and bus (traffic)
11922;V80-V89;V87.4;Person injured in collision between car and heavy transport vehicle (traffic)
11923;V80-V89;V87.5;Person injured in collision between heavy transport vehicle and bus (traffic)
11924;V80-V89;V87.6;Person injured in collision between railway train or railway vehicle and car (traffic)
11925;V80-V89;V87.7;Person injured in collision between other specified motor vehicles (traffic)
11926;V80-V89;V87.8;Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)
11927;V80-V89;V87.9;Person injured in other specified (collision) (noncollision) transport accidents involving nonmotor vehicle (traffic)
11928;V80-V89;V88;Nontraffic accident of specified type but victim's mode of transport unknown
11929;V80-V89;V88.0;Person injured in collision between car and two- or three- wheeled motor vehicle, nontraffic
11930;V80-V89;V88.1;Person injured in collision between other motor vehicle and two- or three- wheeled motor vehicle, nontraffic
11931;V80-V89;V88.2;Person injured in collision between car and pick- up truck or van, nontraffic
11932;V80-V89;V88.3;Pperson injured in collision between car and bus, nontraffic
11933;V80-V89;V88.4;Person injured in collision between car and heavy transport vehicle, nontraffic
11934;V80-V89;V88.5;Person injured in collision between heavy transport vehicle and bus, nontraffic
11935;V80-V89;V88.6;Person injured in collision between railway train or railway vehicle and car, nontraffic
11936;V80-V89;V88.7;Person injured in collision between other specified motor vehicles, nontraffic
11937;V80-V89;V88.8;Person injured in other specified noncollision transport accidents involving motor vihecle, nontraffic
11938;V80-V89;V88.9;Person injured in other specified (collision) (noncollision) transport accidents involving nonmotor vehicle, nontraffic
11939;V80-V89;V89;Motor- or nonmotor- vehicle accident, type of vehicle unspecified
11940;V80-V89;V89.0;Person injured in unspecified motor- vehicle accident, nontraffic
11941;V80-V89;V89.1;Person injured in unspecified nonmotor- vehicle accident, nontraffic
11942;V80-V89;V89.2;Person injured in unspecified motor- vehicle accident, traffic
11943;V80-V89;V89.3;Person injured in unspecified nonmotor- vehicle accident, traffic
11944;V80-V89;V89.9;Person injured in unspecified vehicle accident
11945;V90-V94;V90;Accident to watercraft causing drowning and submersion
11946;V90-V94;V91;Accident to watercraft  causing other injury
11947;V90-V94;V92;Water-transport-related drowning and submersion without accident to watercraft
11948;V90-V94;V93;Accident on board watercraft without accident to watercraft, not causing drowning and submersion
11949;V90-V94;V94;Other and unspecified water transport accident
11950;V95-V97;V95;Accident to powered aircraft causing injury to occupant
11951;V95-V97;V95.0;Helicopter accident injuring occupant
11952;V95-V97;V95.1;Ultralight, microlight or powered-glider accident injuring occupant
11953;V95-V97;V95.2;Accident to other private fixed-wing aircraft, injuring occupant
11954;V95-V97;V95.3;Accident to other commercial fixed-wing aircraft, injuring occupant
